image_name,method,processing_time_seconds,primary_category,sub_category,main_color,secondary_colors,pattern,sleeve_length,neckline,fit,material_guess,suitable_seasons,style_tags,occasion_tags,raw_json_output
cottonTV007.jpg,ollama_chain,58.23,N/A,N/A,N/A,N/A,solid,short sleeve,v-neck,N/A,N/A,N/A,N/A,N/A,"{""product_type"": ""t-shirt"", ""color"": ""white"", ""neckline"": ""v-neck"", ""sleeve_length"": ""short sleeve"", ""pattern"": ""solid"", ""material"": ""lightweight fabric"", ""style"": ""classic"", ""features"": [""casual wear"", ""layering""]}"
cottonTV007.jpg,gemini_api,22.28,上衣,T恤,米白色,,素色,短袖,V領,常規,棉質,"春季, 夏季, 秋季","日常休閒, 簡約, 商務休閒","上班通勤, 約會, 旅行度假, 居家","{
  ""primary_category"": ""上衣"",
  ""sub_category"": ""T恤"",
  ""main_color"": ""米白色"",
  ""secondary_colors"": [],
  ""pattern"": ""素色"",
  ""sleeve_length"": ""短袖"",
  ""neckline"": ""V領"",
  ""fit"": ""常規"",
  ""material_guess"": ""棉質"",
  ""suitable_seasons"": [""春季"", ""夏季"", ""秋季""],
  ""style_tags"": [""日常休閒"", ""簡約"", ""商務休閒""],
  ""occasion_tags"": [""上班通勤"", ""約會"", ""旅行度假"", ""居家""]
}"
POLO003.jpg,ollama_chain,70.75,N/A,N/A,N/A,N/A,none,short,N/A,N/A,N/A,N/A,N/A,N/A,"{
  ""product_type"": ""polo shirt"",
  ""color"": ""red"",
  ""sleeve_length"": ""short"",
  ""collar"": ""with two white stripes on each side"",
  ""pattern"": ""none"",
  ""details"": [
    ""button-up front"",
    ""two visible buttons"",
    ""small logo/emblem on left chest (blue and white, details unclear)""
  ],
  ""style"": ""casual, sporty""
}"
POLO003.jpg,gemini_api,12.66,上衣,Polo衫,紅色,"白色, 藍色",素色,短袖,Polo領,常規,棉質,"春季, 夏季, 秋季","日常休閒, 商務休閒, 簡約, 運動機能","上班通勤, 約會, 旅行度假, 戶外運動","{
  ""primary_category"": ""上衣"",
  ""sub_category"": ""Polo衫"",
  ""main_color"": ""紅色"",
  ""secondary_colors"": [""白色"", ""藍色""],
  ""pattern"": ""素色"",
  ""sleeve_length"": ""短袖"",
  ""neckline"": ""Polo領"",
  ""fit"": ""常規"",
  ""material_guess"": ""棉質"",
  ""suitable_seasons"": [""春季"", ""夏季"", ""秋季""],
  ""style_tags"": [""日常休閒"", ""商務休閒"", ""簡約"", ""運動機能""],
  ""occasion_tags"": [""上班通勤"", ""約會"", ""旅行度假"", ""戶外運動""]
}"
shirt008.jpg,ollama_chain,68.02,N/A,N/A,N/A,N/A,solid,short,N/A,N/A,N/A,N/A,N/A,N/A,"{
  ""product_type"": ""shirt"",
  ""style"": ""button-up"",
  ""color"": ""white"",
  ""sleeve_length"": ""short"",
  ""pattern"": ""solid"",
  ""details"": [
    ""collar"",
    ""two chest pockets""
  ],
  ""fabric_weight"": ""lightweight"",
  ""suitable_for"": [
    ""casual wear"",
    ""uniform""
  ],
  ""formality"": [
    ""formal"",
    ""semi-formal""
  ]
}"
shirt008.jpg,gemini_api,20.26,上衣,襯衫,白色,,素色,短袖,Polo領,常規,棉質,"春季, 夏季, 秋季","日常休閒, 商務休閒, 簡約","上班通勤, 約會, 旅行度假, 居家","{
  ""primary_category"": ""上衣"",
  ""sub_category"": ""襯衫"",
  ""main_color"": ""白色"",
  ""secondary_colors"": [],
  ""pattern"": ""素色"",
  ""sleeve_length"": ""短袖"",
  ""neckline"": ""Polo領"",
  ""fit"": ""常規"",
  ""material_guess"": ""棉質"",
  ""suitable_seasons"": [""春季"", ""夏季"", ""秋季""],
  ""style_tags"": [""日常休閒"", ""商務休閒"", ""簡約""],
  ""occasion_tags"": [""上班通勤"", ""約會"", ""旅行度假"", ""居家""]
}"
cottonT011.jpg,ollama_chain,112.93,N/A,N/A,N/A,N/A,N/A,short sleeve,N/A,N/A,N/A,N/A,N/A,N/A,"{
  ""product_type"": ""baseball jersey/t-shirt"",
  ""color"": ""dark red"",
  ""color_alternatives"": [""maroon"", ""burgundy""],
  ""style"": ""casual/sporty"",
  ""sleeve_length"": ""short sleeve"",
  ""fabric_texture"": ""soft"",
  ""design_features"": [
    ""heathered effect"",
    ""vertical contrasting panel (white/light gray)"",
    ""ribbed collar"",
    ""ribbed sleeve edges""
  ],
  ""embellishments"": ""none"",
  ""intended_use"": ""casual wear, athletic wear"",
  ""material_composition_likely"": ""cotton blend""
}"
cottonT011.jpg,gemini_api,18.52,上衣,T恤,黑色,"棕色, 白色",印花,短袖,圓領,常規,棉質,"春季, 夏季, 秋季","日常休閒, 街頭潮流, 簡約","約會, 旅行度假, 居家","{
  ""primary_category"": ""上衣"",
  ""sub_category"": ""T恤"",
  ""main_color"": ""黑色"",
  ""secondary_colors"": [""棕色"", ""白色""],
  ""pattern"": ""印花"",
  ""sleeve_length"": ""短袖"",
  ""neckline"": ""圓領"",
  ""fit"": ""常規"",
  ""material_guess"": ""棉質"",
  ""suitable_seasons"": [""春季"", ""夏季"", ""秋季""],
  ""style_tags"": [""日常休閒"", ""街頭潮流"", ""簡約""],
  ""occasion_tags"": [""約會"", ""旅行度假"", ""居家""]
}"
shorts003.jpg,ollama_chain,72.26,N/A,denim shorts,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"{
  ""product_type"": ""shorts"",
  ""category"": ""bottoms"",
  ""sub_category"": ""denim shorts"",
  ""color"": ""beige"",
  ""wash"": ""light wash"",
  ""details"": [
    ""distressed"",
    ""belt loops"",
    ""pockets (two on each side)""
  ],
  ""style"": ""casual"",
  ""functionality"": ""everyday wear"",
  ""season"": ""warm weather""
}"
shorts003.jpg,gemini_api,15.64,下著,短褲,卡其色,黑色,素色,不適用,不適用,寬鬆,尼龍,"春季, 夏季","日常休閒, 運動機能, 街頭潮流","戶外運動, 旅行度假, 居家","{
  ""primary_category"": ""下著"",
  ""sub_category"": ""短褲"",
  ""main_color"": ""卡其色"",
  ""secondary_colors"": [
    ""黑色""
  ],
  ""pattern"": ""素色"",
  ""sleeve_length"": ""不適用"",
  ""neckline"": ""不適用"",
  ""fit"": ""寬鬆"",
  ""material_guess"": ""尼龍"",
  ""suitable_seasons"": [
    ""春季"",
    ""夏季""
  ],
  ""style_tags"": [
    ""日常休閒"",
    ""運動機能"",
    ""街頭潮流""
  ],
  ""occasion_tags"": [
    ""戶外運動"",
    ""旅行度假"",
    ""居家""
  ]
}"
shirt007.jpg,ollama_chain,64.01,N/A,N/A,N/A,N/A,vertical stripes,long-sleeve,collared,N/A,N/A,N/A,N/A,N/A,"{""product_type"": ""shirt"", ""style"": ""button-up"", ""sleeve_length"": ""long-sleeve"", ""pattern"": ""vertical stripes"", ""colors"": [""blue"", ""white""], ""neckline"": ""collared"", ""fabric_weight"": ""lightweight"", ""suitable_for"": [""casual"", ""business casual""], ""details"": [""no logos"", ""no embellishments""]}"
shirt007.jpg,gemini_api,14.26,上衣,襯衫,藍色,白色,條紋,長袖,Polo領,常規,棉質,"春季, 秋季","日常休閒, 商務休閒, 簡約","上班通勤, 約會, 旅行度假","{
  ""primary_category"": ""上衣"",
  ""sub_category"": ""襯衫"",
  ""main_color"": ""藍色"",
  ""secondary_colors"": [""白色""],
  ""pattern"": ""條紋"",
  ""sleeve_length"": ""長袖"",
  ""neckline"": ""Polo領"",
  ""fit"": ""常規"",
  ""material_guess"": ""棉質"",
  ""suitable_seasons"": [""春季"", ""秋季""],
  ""style_tags"": [""日常休閒"", ""商務休閒"", ""簡約""],
  ""occasion_tags"": [""上班通勤"", ""約會"", ""旅行度假""]
}"
pants008.jpg,ollama_chain,68.47,N/A,N/A,N/A,N/A,solid,N/A,N/A,snug,N/A,N/A,N/A,N/A,"{""product_type"": ""trousers"", ""gender"": ""men"", ""color"": ""blue"", ""pattern"": ""solid"", ""fabric"": ""smooth"", ""fit"": ""snug"", ""leg_style"": ""straight"", ""style"": ""classic"", ""intended_use"": [""work"", ""casual""]}"
pants008.jpg,gemini_api,17.53,下著,休閒褲,藍色,,素色,不適用,不適用,常規,棉質混紡,"春季, 夏季, 秋季","日常休閒, 商務休閒, 簡約","上班通勤, 約會, 旅行度假","{
  ""primary_category"": ""下著"",
  ""sub_category"": ""休閒褲"",
  ""main_color"": ""藍色"",
  ""secondary_colors"": [],
  ""pattern"": ""素色"",
  ""sleeve_length"": ""不適用"",
  ""neckline"": ""不適用"",
  ""fit"": ""常規"",
  ""material_guess"": ""棉質混紡"",
  ""suitable_seasons"": [""春季"", ""夏季"", ""秋季""],
  ""style_tags"": [""日常休閒"", ""商務休閒"", ""簡約""],
  ""occasion_tags"": [""上班通勤"", ""約會"", ""旅行度假""]
}"
cottonT006.jpg,ollama_chain,58.39,N/A,N/A,N/A,N/A,horizontal stripes,N/A,crew neck,unknown,N/A,N/A,N/A,N/A,"{""product_type"": ""t-shirt"", ""color"": ""white"", ""pattern"": ""horizontal stripes"", ""neckline"": ""crew neck"", ""sleeves"": ""short sleeves"", ""style"": ""casual"", ""material"": ""unknown"", ""fit"": ""unknown"", ""embellishments"": ""none"", ""background_color"": ""black""}"
cottonT006.jpg,gemini_api,17.12,上衣,T恤,灰色,白色,條紋,短袖,圓領,常規,棉質,"春季, 夏季, 秋季","日常休閒, 簡約","上班通勤, 約會, 旅行度假, 居家","{
  ""primary_category"": ""上衣"",
  ""sub_category"": ""T恤"",
  ""main_color"": ""灰色"",
  ""secondary_colors"": [""白色""],
  ""pattern"": ""條紋"",
  ""sleeve_length"": ""短袖"",
  ""neckline"": ""圓領"",
  ""fit"": ""常規"",
  ""material_guess"": ""棉質"",
  ""suitable_seasons"": [""春季"", ""夏季"", ""秋季""],
  ""style_tags"": [""日常休閒"", ""簡約""],
  ""occasion_tags"": [""上班通勤"", ""約會"", ""旅行度假"", ""居家""]
}"
cottonT010.jpg,ollama_chain,71.38,N/A,jersey,N/A,N/A,heathered,short,crew,N/A,N/A,N/A,N/A,N/A,"{""category"": ""clothing"", ""sub_category"": ""jersey"", ""style"": ""casual"", ""fabric"": ""heathered"", ""color"": ""brown"", ""sleeve_length"": ""short"", ""neckline"": ""crew"", ""pattern"": ""heathered"", ""details"": [""contrast sleeves"", ""contrast collar""], ""suitable_for"": [""everyday wear"", ""sports team uniform""]}"
cottonT010.jpg,gemini_api,19.21,上衣,T恤,卡其色,灰色,素色,短袖,圓領,常規,棉質,"春季, 夏季, 秋季","日常休閒, 簡約, 復古","約會, 旅行度假, 居家","{
  ""primary_category"": ""上衣"",
  ""sub_category"": ""T恤"",
  ""main_color"": ""卡其色"",
  ""secondary_colors"": [""灰色""],
  ""pattern"": ""素色"",
  ""sleeve_length"": ""短袖"",
  ""neckline"": ""圓領"",
  ""fit"": ""常規"",
  ""material_guess"": ""棉質"",
  ""suitable_seasons"": [""春季"", ""夏季"", ""秋季""],
  ""style_tags"": [""日常休閒"", ""簡約"", ""復古""],
  ""occasion_tags"": [""約會"", ""旅行度假"", ""居家""]
}"
POLO001.jpg,ollama_chain,67.06,N/A,N/A,N/A,N/A,dot,short,N/A,N/A,N/A,N/A,N/A,N/A,"{
  ""product_type"": ""polo shirt"",
  ""color"": ""black"",
  ""pattern"": ""dot"",
  ""sleeve_length"": ""short"",
  ""collar_style"": ""flat knit"",
  ""front_closure"": ""button-up"",
  ""material"": ""cotton blend"",
  ""style"": ""classic"",
  ""suitable_for"": [""casual wear"", ""uniform""]
}"
POLO001.jpg,gemini_api,15.86,上衣,Polo衫,黑色,灰色,波點,短袖,Polo領,常規,棉質,"春季, 夏季, 秋季","日常休閒, 商務休閒, 簡約","上班通勤, 約會, 旅行度假","{
  ""primary_category"": ""上衣"",
  ""sub_category"": ""Polo衫"",
  ""main_color"": ""黑色"",
  ""secondary_colors"": [""灰色""],
  ""pattern"": ""波點"",
  ""sleeve_length"": ""短袖"",
  ""neckline"": ""Polo領"",
  ""fit"": ""常規"",
  ""material_guess"": ""棉質"",
  ""suitable_seasons"": [""春季"", ""夏季"", ""秋季""],
  ""style_tags"": [""日常休閒"", ""商務休閒"", ""簡約""],
  ""occasion_tags"": [""上班通勤"", ""約會"", ""旅行度假""]
}"
cottonT003.jpg,ollama_chain,53.53,N/A,N/A,N/A,N/A,plain,short sleeve,crew neck,N/A,N/A,N/A,N/A,N/A,"{""product_type"": ""t-shirt"", ""color"": ""red"", ""neckline"": ""crew neck"", ""sleeve_length"": ""short sleeve"", ""pattern"": ""plain"", ""fabric_weight"": ""standard"", ""style"": ""classic"", ""additional_colors"": ""none""}"
cottonT003.jpg,gemini_api,13.59,上衣,T恤,磚紅色,,素色,短袖,圓領,常規,棉質,"春季, 夏季, 秋季","日常休閒, 簡約","上班通勤, 約會, 旅行度假, 居家","{
  ""primary_category"": ""上衣"",
  ""sub_category"": ""T恤"",
  ""main_color"": ""磚紅色"",
  ""secondary_colors"": [],
  ""pattern"": ""素色"",
  ""sleeve_length"": ""短袖"",
  ""neckline"": ""圓領"",
  ""fit"": ""常規"",
  ""material_guess"": ""棉質"",
  ""suitable_seasons"": [""春季"", ""夏季"", ""秋季""],
  ""style_tags"": [""日常休閒"", ""簡約""],
  ""occasion_tags"": [""上班通勤"", ""約會"", ""旅行度假"", ""居家""]
}"
